ITEM;CÓD;TIPO;DESCRIÇÃO;UN;PREÇO
001.17.73;72963;;USINAGEM DE CBUQ COM CAP 50/70, PARA BINDER;T;185,02
001.17.74;72964;;CONCRETO BETUMINOSO USINADO A QUENTE COM CAP 50/70, BINDER, INCLUSO USINAGEM E APLICACAO, EXCLUSIVE TRANSPORTE;T;193,03
001.17.75;72965;;FABRICAÇÃO E APLICAÇÃO DE CONCRETO BETUMINOSO USINADO A QUENTE(CBUQ),CAP 50/70,  EXCLUSIVE TRANSPORTE;T;231,03
001.17.76;73759/2;;PRE-MISTURADO A FRIO COM EMULSAO RM-1C, INCLUSO USINAGEM E APLICACAO, EXCLUSIVE TRANSPORTE;M3;376,57
001.18;;;PINTURAS;;
001.18.01;72125;;REMOÇÃO DE PINTURA PVA/ACRILICA;M2;6,08
001.18.02;73446;;PINTURA DE SUPERFICIE C/TINTA GRAFITE;M2;14,04
001.18.03;73791/1;;PINTURA COM TINTA EM PO INDUSTRIALIZADA A BASE DE CAL, DUAS DEMAOS;M2;5,78
001.18.04;73999/1;;PINTURA A BASE DE CAL E FIXADOR A BASE DE OLEO DE LINHACA, TRES DEMAOS;M2;5,41
001.18.05;74133/1;;EMASSAMENTO COM MASA A OLEO, UMA DEMAO;M2;13,24
001.18.06;74133/2;;EMASSAMENTO COM MASSA A OLEO, DUAS DEMAOS;M2;16,71
001.18.07;79334/1;;PINTURA A BASE DE CAL E FIXADOR A BASE DE COLA, DUAS DEMAOS;M2;4,9
001.18.08;79461;;PINTURA COM LIQUIDO PARA BRILHO, UMA DEMAO;M2;3,96
001.18.09;79462;;EMASSAMENTO COM MASSA EPOXI, 2 DEMAOS;M2;45,92
001.18.10;79494/1;;PINTURA DE QUADRO ESCOLAR COM TINTA ESMALTE ACABAMENTO FOSCO, DUAS DEMAOS SOBRE MASSA ACRILICA;M2;9,14
001.18.11;79495/3;;PINTURA C/REGULADOR DE BRILHO EM UMA DEMAO ADICIONADO AO PVA;M2;4,03
001.18.12;84649;;PINTURA COM TINTA EM PO INDUSTRIALIZADA A BASE DE CAL, TRES DEMAOS;M2;6,11
001.18.13;84651;;PINTURA COM TINTA IMPERMEAVEL MINERAL EM PO, DUAS DEMAOS;M2;6,77
001.18.14;84652;;PINTURA A BASE DE CAL COM PIGMENTO E FIXADOR A BASE DE OLEO DE LINHAÇA, TRES DEMAOS;M2;5,46
001.18.15;88411;;APLICAÇÃO MANUAL DE FUNDO SELADOR ACRÍLICO EM PANOS COM PRESENÇA DE VÃOS DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS. AF_06/2014;M2;1,65
001.18.16;88412;;APLICAÇÃO MANUAL DE FUNDO SELADOR ACRÍLICO EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS) DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS. AF_06/2014;M2;1,26
001.18.17;88413;;APLICAÇÃO MANUAL DE FUNDO SELADOR ACRÍLICO EM SUPERFÍCIES EXTERNAS DE SACADA DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS. AF_06/2014;M2;2,44
001.18.18;88414;;APLICAÇÃO MANUAL DE FUNDO SELADOR ACRÍLICO EM SUPERFÍCIES INTERNAS DA SACADA DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS. AF_06/2014;M2;2,69
001.18.19;88415;;APLICAÇÃO MANUAL DE FUNDO SELADOR ACRÍLICO EM PAREDES EXTERNAS DE CASAS. AF_06/2014;M2;1,78
001.18.20;88416;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM PANOS COM PRESENÇA DE VÃOS DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, UMA COR. AF_06/2014;M2;14,05
001.18.21;88417;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS) DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, UMA COR. AF_06/2014;M2;12,66
001.18.22;88420;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM SUPERFÍCIES EXTERNAS DE SACADA DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, UMA COR. AF_06/2014;M2;16,85
001.18.23;88421;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM SUPERFÍCIES INTERNAS DA SACADA DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, UMA COR. AF_06/2014;M2;17,74
001.18.24;88423;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM PAREDES EXTERNAS DE CASAS, UMA COR. AF_06/2014;M2;14,49
001.18.25;88424;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM PANOS COM PRESENÇA DE VÃOS DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, DUAS CORES. AF_06/2014;M2;15,96
001.18.26;88426;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS) DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, DUAS CORES. AF_06/2014;M2;13,56
001.18.27;88428;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM SUPERFÍCIES EXTERNAS DE SACADA DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, DUAS CORES. AF_06/2014;M2;20,78
001.18.28;88429;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM SUPERFÍCIES INTERNAS DA SACADA DE EDIFÍCIOS DE MÚLTIPLOS PAVIMENTOS, DUAS CORES. AF_06/2014;M2;22,32
001.18.29;88431;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM PAREDES EXTERNAS DE CASAS, DUAS CORES. AF_06/2014;M2;16,71
001.18.30;88432;;APLICAÇÃO MANUAL DE PINTURA COM TINTA TEXTURIZADA ACRÍLICA EM MOLDURAS DE EPS, PRÉ-FABRICADOS, OU OUTROS. AF_06/2014;M2;11,15
001.18.31;88482;;APLICAÇÃO DE FUNDO SELADOR LÁTEX PVA EM TETO, UMA DEMÃO. AF_06/2014;M2;1,64
001.18.32;88483;;APLICAÇÃO DE FUNDO SELADOR LÁTEX PVA EM PAREDES, UMA DEMÃO. AF_06/2014;M2;1,47
001.18.33;88484;;APLICAÇÃO DE FUNDO SELADOR ACRÍLICO EM TETO, UMA DEMÃO. AF_06/2014;M2;1,79
001.18.34;88485;;APLICAÇÃO DE FUNDO SELADOR ACRÍLICO EM PAREDES, UMA DEMÃO. AF_06/2014;M2;1,56
001.18.35;88486;;APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX PVA EM TETO, DUAS DEMÃOS. AF_06/2014;M2;8,65
001.18.36;88487;;APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX PVA EM PAREDES, DUAS DEMÃOS. AF_06/2014;M2;7,9
001.18.37;88488;;APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014;M2;10,9
001.18.38;88489;;APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014;M2;9,83
001.18.39;88494;;APLICAÇÃO E LIXAMENTO DE MASSA LÁTEX EM TETO, UMA DEMÃO. AF_06/2014;M2;11,81
001.18.40;88495;;APLICAÇÃO E LIXAMENTO DE MASSA LÁTEX EM PAREDES, UMA DEMÃO. AF_06/2014;M2;6,71
001.18.41;88496;;APLICAÇÃO E LIXAMENTO DE MASSA LÁTEX EM TETO, DUAS DEMÃOS. AF_06/2014;M2;16,09
001.18.42;88497;;APLICAÇÃO E LIXAMENTO DE MASSA LÁTEX EM PAREDES, DUAS DEMÃOS. AF_06/2014;M2;9,28
001.18.43;92236;;APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS;M2;6,42
001.18.44;79460;;PINTURA EPOXI, DUAS DEMAOS;M2;33,91
001.18.45;79465;;PINTURA COM TINTA A BASE DE BORRACHA CLORADA, 2 DEMAOS;M2;39,98
001.18.46;79514/1;;PINTURA EPOXI, TRES DEMAOS;M2;47,81
001.18.47;84647;;PINTURA EPOXI INCLUSO EMASSAMENTO E FUNDO PREPARADOR;M2;105,14
001.18.48;84656;;TRATAMENTO EM  CONCRETO COM ESTUQUE E LIXAMENTO;M2;23,27
001.18.49;84671;;PINTURA DE NATA DE CIMENTO, 3 DEMAOS;M2;7,31
001.18.50;84677;;VERNIZ SINTETICO BRILHANTE EM CONCRETO OU TIJOLO, DUAS DEMAOS;M2;7,62
001.18.51;84678;;VERNIZ POLIURETANO BRILHANTE EM CONCRETO OU TIJOLO, TRES DEMAOS;M2;13,06
001.18.52;6081;;PINTURA VERNIZ POLIURETANO BRILHANTE EM MADEIRA, TRES DEMAOS;M2;14,75
001.18.53;6082;;PINTURA EM VERNIZ SINTETICO BRILHANTE EM MADEIRA, TRES DEMAOS;M2;11,73
001.18.54;40905;;VERNIZ SINTETICO EM MADEIRA, DUAS DEMAOS;M2;14,68
001.18.55;73739/1;;PINTURA ESMALTE ACETINADO EM MADEIRA, DUAS DEMAOS;M2;12,17
001.18.56;74065/1;;PINTURA ESMALTE FOSCO PARA MADEIRA, DUAS DEMAOS, SOBRE FUNDO NIVELADOR BRANCO;M2;17,8
001.18.57;74065/2;;PINTURA ESMALTE ACETINADO PARA MADEIRA, DUAS DEMAOS, SOBRE FUNDO NIVELADOR BRANCO;M2;17,72
001.18.58;74065/3;;PINTURA ESMALTE BRILHANTE PARA MADEIRA, DUAS DEMAOS, SOBRE FUNDO NIVELADOR BRANCO;M2;17,53
001.18.59;79463;;PINTURA A OLEO, 1 DEMAO;M2;9,76
001.18.60;79464;;PINTURA A OLEO, 2 DEMAOS;M2;12,98
001.18.61;79466;;PINTURA COM VERNIZ POLIURETANO, 2 DEMAOS;M2;13,36
001.18.62;79497/1;;PINTURA A OLEO, 3 DEMAOS;M2;16,01
001.18.63;84645;;VERNIZ SINTETICO BRILHANTE, 2 DEMAOS;M2;12,39
001.18.64;84657;;FUNDO SINTETICO NIVELADOR BRANCO;M2;7,75
001.18.65;84658;;REMOÇÃO DE VERNIZ SOBRE MADEIRA;M2;3,77
001.18.66;84659;;PINTURA ESMALTE FOSCO EM MADEIRA, DUAS DEMAOS;M2;11,12
001.18.67;84664;;PINTURA IMUNIZANTE FUNGICIDA A BASE DE CARBOLINEUM, DUAS DEMAOS;M2;3,03
001.18.68;84679;;PINTURA IMUNIZANTE PARA MADEIRA, DUAS DEMAOS;M2;13,59
001.18.69;6067;;PINTURA ESMALTE BRILHANTE (2 DEMAOS) SOBRE SUPERFICIE METALICA, INCLUSIVE PROTECAO COM ZARCAO (1 DEMAO);M2;27,09
001.18.70;73656;;JATEAMENTO COM AREIA EM ESTRUTURA METALICA;M2;9,4
001.18.71;73794/1;;PINTURA COM TINTA PROTETORA ACABAMENTO GRAFITE ESMALTE SOBRE SUPERFICIE METALICA, 2 DEMAOS;M2;24,68
001.18.72;73865/1;;FUNDO PREPARADOR PRIMER A BASE DE EPOXI, PARA ESTRUTURA METALICA, UMA DEMAO, ESPESSURA DE 25 MICRA.;M2;7,37
001.18.73;73924/1;;PINTURA ESMALTE ALTO BRILHO, DUAS DEMAOS, SOBRE SUPERFICIE METALICA;M2;18,5
001.18.74;73924/2;;PINTURA ESMALTE ACETINADO, DUAS DEMAOS, SOBRE SUPERFICIE METALICA;M2;18,69
001.18.75;73924/3;;PINTURA ESMALTE FOSCO, DUAS DEMAOS, SOBRE SUPERFICIE METALICA;M2;18,77
001.18.76;74064/1;;FUNDO ANTICORROSIVO A BASE DE OXIDO DE FERRO (ZARCAO), DUAS DEMAOS;M2;13,75
001.18.77;74064/2;;FUNDO ANTICORROSIVO A BASE DE OXIDO DE FERRO (ZARCAO), UMA DEMAO;M2;8,91
001.18.78;74145/1;;PINTURA ESMALTE FOSCO, DUAS DEMAOS, SOBRE SUPERFICIE METALICA, INCLUSO UMA DEMAO DE FUNDO ANTICORROSIVO. UTILIZACAO DE REVOLVER ( AR-COMPRIMIDO).;M2;13,17
001.18.79;79498/1;;PINTURA A OLEO BRILHANTE SOBRE SUPERFICIE METALICA, UMA DEMAO INCLUSO UMA DEMAO DE FUNDO ANTICORROSIVO;M2;11,42
001.18.80;79499/1;;PINTURA POSTE RETO DE ACO 3,5 A 6M C/1 DEMAO D/TINTA GRAFITE C/PROPRIEDADES DE PRIMER E ACABAMENTO - OBS: C/ALTO TEOR DE ZARCAO;UN;15,53
001.18.81;79515/1;;PINTURA COM TINTA PROTETORA ACABAMENTO ALUMINIO, TRES DEMAOS;M2;23,88
001.18.82;79516/1;;REMOCAO DE PINTURA A OLEO/ESMALTE SOBRE SUPERFICIE METALICA;M2;9,81
001.18.83;84660;;FUNDO PREPARADOR PRIMER SINTETICO, PARA ESTRUTURA METALICA, UMA DEMÃO, ESPESSURA DE 25 MICRA;M2;5,13
001.18.84;84661;;PINTURA COM TINTA PROTETORA ACABAMENTO ALUMINIO, UMA DEMAO SOBRE SUPERFCIE METALICA;M2;12,08
001.18.85;84662;;PINTURA COM TINTA PROTETORA ACABAMENTO ALUMINIO, DUAS DEMAOS SOBRE SUPERFICIE METALICA;M2;18,93
001.18.86;73715;;PINTURA VERNIZ TIPO GOMA LACA DISSOLVIDO EM ALCOOL;M2;47,96
001.18.87;41595;;PINTURA ACRILICA DE FAIXAS DE DEMARCACAO EM QUADRA POLIESPORTIVA, 5 CM DE LARGURA;M;7,76
001.18.88;73978/1;;PINTURA HIDROFUGANTE COM SILICONE SOBRE PISO CIMENTADO, UMA DEMAO;M2;13,51
001.18.89;74245/1;;PINTURA ACRILICA EM PISO CIMENTADO DUAS DEMAOS;M2;10,18
001.18.90;79467;;PINTURA COM TINTA A BASE DE BORRACHA CLORADA , DE FAIXAS DE DEMARCACAO, EM QUADRA POLIESPORTIVA, 5 CM DE LARGURA.;ML;10,82
001.18.91;79500/2;;PINTURA ACRILICA EM PISO CIMENTADO, TRES DEMAOS;M2;14,34
001.18.92;84663;;APLICACAO DE VERNIZ POLIURETANO FOSCO SOBRE PISO DE PEDRAS DECORATIVAS, 3 DEMAOS;M2;15,65
001.18.93;84665;;PINTURA ACRILICA PARA SINALIZAÇÃO HORIZONTAL EM PISO CIMENTADO;M2;22,66
001.18.94;84666;;POLIMENTO E ENCERAMENTO DE PISO EM MADEIRA;M2;15,08
001.18.95;75889;;PINTURA PARA TELHAS DE ALUMINIO COM TINTA ESMALTE AUTOMOTIVA;M2;13,88
001.19;;;PISOS;;
001.19.01;73465;;PISO CIMENTADO E=1,5CM C/ARGAMASSA 1:3 CIMENTO AREIA ALISADO COLHER   SOBRE BASE EXISTENTE E ARGAMASSA EM PREPARO MECANIZADO;M2;26,7
001.19.02;73675;;PISO DE CONCRETO ACABAMENTO RÚSTICO ESPESSURA 7CM COM JUNTAS EM MADEIRA;M2;59,96
001.19.03;73676;;PISO CIMENTADO TRAÇO 1:3 (CIMENTO E AREIA) ACABAMENTO LISO PIGMENTADO ESPESSURA 1,5CM COM JUNTAS PLASTICAS DE DILATACAO E ARGAMASSA EM PREPARO MANUAL;M2;43,63
001.19.04;73922/1;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) ACABAMENTO LISO ESPESSURA 3,5CM, PREPARO MANUAL DA ARGAMASSA;M2;41,47
001.19.05;73922/2;;PISO CIMENTADO TRACO 1:4 (CIMENTO E AREIA) ACABAMENTO LISO ESPESSURA 2,5CM PREPARO MANUAL DA ARGAMASSA;M2;35,94
001.19.06;73922/3;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) ACABAMENTO LISO ESPESSURA 2,0CM, PREPARO MANUAL DA ARGAMASSA;M2;34,93
001.19.07;73922/4;;PISO CIMENTADO TRACO 1:4 (CIMENTO E AREIA) ACABAMENTO LISO ESPESSURA 2,0CM, PREPARO MANUAL DA ARGAMASSA;M2;33,99
001.19.08;73922/5;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) ACABAMENTO LISO ESPESSURA 3,0CM, PREPARO MANUAL DA ARGAMASSA;M2;39,29
001.19.09;73923/1;;PISO CIMENTADO TRACO 1:4 (CIMENTO E AREIA) ACABAMENTO RUSTICO ESPESSURA 2CM, ARGAMASSA COM PREPARO MANUAL;M2;30,06
001.19.10;73923/2;;PISO CIMENTADO TRACO 1:4 (CIMENTO E AREIA), COM ACABAMENTO RUSTICO ESPESSURA 3CM, PREPARO MANUAL;M2;48,63
001.19.11;73923/3;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA), COM ACABAMENTO RUSTICO E FRISADO ESPESSURA 2CM, PREPARO MANUAL;M2;34,93
001.19.12;73974/1;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) ACABAMENTO RUSTICO ESPESSURA 2CM, PREPARO MECANICO DA ARGAMASSA;M2;29,88
001.19.13;73991/1;;PISO CIMENTADO TRACO 1:4 (CIMENTO E AREIA) COM ACABAMENTO LISO ESPESSURA 1,5CM, PREPARO MANUAL DA ARGAMASSA  INCLUSO ADITIVO IMPERMEABILIZANTE;M2;33,39
001.19.14;73991/2;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) COM ACABAMENTO LISO ESPESSURA 1,5CM PREPARO MANUAL DA ARGAMASSA;M2;32,75
001.19.15;73991/3;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) COM ACABAMENTO LISO ESPESSURA 3CM PREPARO MECANICO ARGAMASSA  INCLUSO ADITIVO IMPERMEABILIZANTE;M2;40,17
001.19.16;73991/4;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) COM ACABAMENTO LISO ESPESSURA 1,5CM, PREPARO MANUAL DA ARGAMASSA INCLUSO ADITIVO IMPERMEABILIZANTE;M2;34,02
001.19.17;74079/1;;PISO CIMENTADO TRACO 1:4 (CIMENTO E AREIA) COM ACABAMENTO LISO  ESPESSURA 2,0CM COM JUNTAS PLASTICAS DE DILATACAO E PREPARO MANUAL DA ARGAMASSA;M2;45,44
001.19.18;74079/2;;PISO CIMENTADO TRAÇO 1:3 (CIMENTO E AREIA) ACABAMENTO LISO ESPESSURA 2CM COM JUNTA BATIDA E PREPARO MANUAL DA ARGAMASSA;M2;44,1
001.19.19;76447/1;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) ACABAMENTO LISO ESPESSURA 2,5 CM PREPARO MECANICO DA ARGAMASSA;M2;35,72
001.19.20;76448/1;;PISO CIMENTADO TRACO 1:4 (CIMENTO E AREIA) ACABAMENTO RUSTICO ESPESSURA 1,5 CM PREPARO MANUAL DA ARGAMASSA;M2;28,11
001.19.21;76448/2;;PISO CIMENTADO TRAÇO 1:4 (CIMENTO E AREIA) ACABAMENTO RUSTICO ESPESSURA 3,5 CM PREPARO MANUAL DA ARGAMASSA;M2;35,91
001.19.22;76448/3;;PISO CIMENTADO TRAÇO 1:4 (CIMENTO E AREIA) ACABAMENTO RUSTICO ESPESSURA 2,5 CM PREPARO MANUAL DA ARGAMASSA;M2;32,01
001.19.23;84172;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) ACABAMENTO RUSTICO ESPESSURA 2 CM COM JUNTAS PLASTICAS DE DILATACAO, PREPARO MANUAL DA ARGAMASSA;M2;42,85
001.19.24;84173;;PISO CIMENTADO TRACO 1:3 (CIMENTO/AREIA) ACABAMENTO LISO ESPESSURA 2,0 CM PREPARO MANUAL DA ARGAMASSA INCLUSO ADITIVO IMPERMEABILIZANTE;M2;36,72
001.19.25;84174;;PISO CIMENTADO TRACO 1:3 (CIMENTO E AREIA) COM ACABAMENTO LISO ESPESSURA 3CM COM JUNTAS DE MADEIRA, PREPARO MANUAL DA ARGAMASSA INCLUSO ADITIVO IMPERMEABILIZANTE;M2;52,54
001.19.26;72191;;RECOLOCACAO DE TACOS DE MADEIRA COM REAPROVEITAMENTO DE MATERIAL E ASSENTAMENTO COM ARGAMASSA 1:4 (CIMENTO E AREIA);M2;59,85
001.19.27;72192;;RECOLOCACAO DE PISO DE TABUAS DE MADEIRA, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL;M2;14,82
001.19.28;72193;;RECOLOCACAO DE PISO DE TABUAS DE MADEIRA, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL;M2;40,86
001.19.29;73655;;PISO EM TABUA CORRIDA DE MADEIRA ESPESSURA 2,5CM FIXADO EM PECAS DE MADEIRA E ASSENTADO EM ARGAMASSA TRACO 1:4 (CIMENTO/AREIA);M2;123,53
001.19.30;73734/1;;PISO EM TACO DE MADEIRA 7X21CM, ASSENTADO COM ARGAMASSA TRACO 1:4 (CIMENTO E AREIA MEDIA);M2;159,55
001.19.31;84181;;PISO EM TACO DE MADEIRA 7X21CM, FIXADO COM COLA BASE DE PVA;M2;134,85
001.19.32;84182;;PISO PARQUET DE MADEIRA DE LEI FIXADO COM COLA BASE DE PVA;M2;106,47
001.19.33;87246;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 35X35 CM APLICADA EM AMBIENTES DE ÁREA MENOR QUE 5 M2. AF_06/2014;M2;45,75
001.19.34;87247;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 35X35 CM APLICADA EM AMBIENTES DE ÁREA ENTRE 5 M2 E 10 M2. AF_06/2014;M2;41,65
001.19.35;87248;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 35X35 CM APLICADA EM AMBIENTES DE ÁREA MAIOR QUE 10 M2. AF_06/2014;M2;38,48
001.19.36;87249;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA MENOR QUE 5 M2. AF_06/2014;M2;50,07
001.19.37;87250;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA ENTRE 5 M2 E 10 M2. AF_06/2014;M2;43,6
001.19.38;87251;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA MAIOR QUE 10 M2. AF_06/2014;M2;39,51
001.19.39;87255;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 60X60 CM APLICADA EM AMBIENTES DE ÁREA MENOR QUE 5 M2. AF_06/2014;M2;85,42
001.19.40;87256;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 60X60 CM APLICADA EM AMBIENTES DE ÁREA ENTRE 5 M2 E 10 M2. AF_06/2014;M2;77,16
001.19.41;87257;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÊS DE DIMENSÕES 60X60 CM APLICADA EM AMBIENTES DE ÁREA MAIOR QUE 10 M2. AF_06/2014;M2;72,26
001.19.42;87258;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO PORCELANATO DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA MENOR QUE 5 M². AF_06/2014;M2;118,77
001.19.43;87259;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO PORCELANATO DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA ENTRE 5 M² E 10 M². AF_06/2014;M2;110,9
001.19.44;87260;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO PORCELANATO DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA MAIOR QUE 10 M². AF_06/2014;M2;106,47
001.19.45;87261;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO PORCELANATO DE DIMENSÕES 60X60 CM APLICADA EM AMBIENTES DE ÁREA MENOR QUE 5 M². AF_06/2014;M2;136,4
001.19.46;87262;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO PORCELANATO DE DIMENSÕES 60X60 CM APLICADA EM AMBIENTES DE ÁREA ENTRE 5 M² E 10 M². AF_06/2014;M2;126,88
001.19.47;87263;;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO PORCELANATO DE DIMENSÕES 60X60 CM APLICADA EM AMBIENTES DE ÁREA MAIOR QUE 10 M². AF_06/2014;M2;121,67
001.19.48;89046;;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÉS DE DIMENSÕES 35X35 CM, PARA EDIFICAÇÃO HABITACIONAL MULTIFAMILIAR (PRÉDIO). AF_11/2014;M2;41,53
001.19.49;89171;;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO GRÉS DE DIMENSÕES 35X35 CM, PARA EDIFICAÇÃO HABITACIONAL UNIFAMILIAR (CASA) E EDIFICAÇÃO PÚBLICA PADRÃO. AF_11/2014;M2;39,95
001.19.50;73743/1;;PISO EM PEDRA SÃO TOME ASSENTADO SOBRE ARGAMASSA 1:3 (CIMENTO E AREIA) REJUNTADO COM CIMENTO BRANCO;M2;124,22
001.19.51;73818/1;;PAVIMENTACAO EM PEDRISCO, ESPESSURA 5CM;M2;8,23
001.19.52;73921/1;;PISO EM PEDRA PORTUGUESA ASSENTADO SOBRE BASE DE SAIBRO, REJUNTADO COM CIMENTO BRANCO;M2;95,38
001.19.53;73921/2;;PISO EM PEDRA ARDOSIA ASSENTADO SOBRE ARGAMASSA COLANTE REJUNTADO COM CIMENTO COMUM;M2;27,83
001.19.54;73957/1;;RECOMPOSICAO DE PISO EM PEDRA PORTUGUESA, ASSENTADA SOBRE ARGAMASSA TRACO 1:5 (CIMENTO E SAIBRO), REJUNTADO COM CIMENTO COMUM, COM APROVEITAMENTO DA PEDRA;M2;44,26
001.19.55;74160/1;;PISO EM PEDRA ARDOSIA IRREGULAR ASSENTADO SOBRE ARGAMASSA TRACO 1:0,5:5 (CIMENTO, CAL E AREIA), REJUNTADO COM CIMENTO BRANCO;M2;30,23
001.19.56;74235/1;;PISO EM PEDRA PORTUGUESA ASSENTADO SOBRE ARGAMASSA TRACO 1:5 (CIMENTO E SAIBRO), REJUNTADO COM CIMENTO COMUM;M2;101,37
001.19.57;84183;;PISO EM PEDRA PORTUGUESA ASSENTADO SOBRE BASE DE AREIA, REJUNTADO COM CIMENTO COMUM;M2;87,25
001.19.58;72185;;PISO VINILICO SEMIFLEXIVEL PADRAO LISO, ESPESSURA 2MM, FIXADO COM COLA;M2;94,62
001.19.59;72186;;PISO VINILICO SEMIFLEXIVEL PADRAO LISO, ESPESSURA 3,2MM, FIXADO COM COLA;M2;153,74
001.19.60;72187;;PISO DE BORRACHA FRISADO, ESPESSURA 7MM, ASSENTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA);M2;266,87
001.19.61;72188;;PISO DE BORRACHA PASTILHADO, ESPESSURA 7MM, ASSENTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA);M2;265,86
001.19.62;73876/1;;PISO DE BORRACHA PASTILHADO, ESPESSURA 7MM, FIXADO COM COLA;M2;257,02
001.19.63;84186;;PISO DE BORRACHA CANELADA, ESPESSURA 3,5MM, FIXADO COM COLA;M2;132,99
