ITEM;CÓDIGOS;CLASSE;DESCRIÇÃO;UNIDADE;VALOR
001.20.96;87551;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;13,24
001.20.97;87552;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;14,73
001.20.98;87553;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;11,45
001.20.99;87554;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;12,95
001.20.100;87555;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA 10MM, COM TALISCAS. AF_06/2014;M2;36,42
001.20.101;87556;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 10M2, ESPESSURA 10MM, COM TALISCAS. AF_06/2014;M2;34,58
001.20.102;87557;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA 10MM, COM TALISCAS. AF_06/2014;M2;33,9
001.20.103;87558;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA 10MM, COM TALISCAS. AF_06/2014;M2;33,56
001.20.104;87559;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA 10MM, COM TALISCAS. AF_06/2014;M2;32,05
001.20.105;87560;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA OU CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA 10MM, SEM TALISCAS. AF_06/2014;M2;35,25
001.20.106;87561;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA OU CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA 10MM, SEM TALISCAS. AF_06/2014;M2;34,07
001.20.107;87562;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA OU CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA 10MM, SEM TALISCAS. AF_06/2014;M2;33,4
001.20.108;87775;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 25 MM. AF_06/2014;M2;33,68
001.20.109;87777;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 25 MM. AF_06/2014;M2;35,89
001.20.110;87778;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 25 MM. AF_06/2014;M2;62,34
001.20.111;87779;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 35 MM. AF_06/2014;M2;39,65
001.20.112;87781;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 35 MM. AF_06/2014;M2;42,6
001.20.113;87783;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 35 MM. AF_06/2014;M2;79,29
001.20.114;87784;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 45 MM. AF_06/2014;M2;45,62
001.20.115;87786;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 45 MM. AF_06/2014;M2;49,32
001.20.116;87787;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA DE 45 MM. AF_06/2014;M2;96,24
001.20.117;87788;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA MAIOR OU IGUAL A 50 MM. AF_06/2014;M2;58,23
001.20.118;87790;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA MAIOR OU IGUAL A 50 MM. AF_06/2014;M2;62,31
001.20.119;87791;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS DE FACHADA COM PRESENÇA DE VÃOS, ESPESSURA MAIOR OU IGUAL A 50 MM. AF_06/2014;M2;111,82
001.20.120;87792;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 25 MM. AF_06/2014;M2;22,63
001.20.121;87794;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 25 MM. AF_06/2014;M2;24,68
001.20.122;87795;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 25 MM. AF_06/2014;M2;49,13
001.20.123;87797;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 35 MM. AF_06/2014;M2;28,35
001.20.124;87799;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 35 MM. AF_06/2014;M2;31,1
001.20.125;87800;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 35 MM. AF_06/2014;M2;65,11
001.20.126;87801;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 45 MM. AF_06/2014;M2;34,07
001.20.127;87803;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 45 MM. AF_06/2014;M2;37,53
001.20.128;87804;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA DE 45 MM. AF_06/2014;M2;81,1
001.20.129;87805;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA MAIOR OU IGUAL A 50 MM. AF_06/2014;M2;39,13
001.20.130;87807;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA MAIOR OU IGUAL A 50 MM. AF_06/2014;M2;42,94
001.20.131;87808;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA EM PANOS CEGOS DE FACHADA (SEM PRESENÇA DE VÃOS), ESPESSURA MAIOR OU IGUAL A 50 MM. AF_06/2014;M2;88,82
001.20.132;87809;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA DE 25 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;53,03
001.20.133;87811;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA DE 25 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;55,08
001.20.134;87812;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA 25 MM, SEM USO DE TELA METÁLICA. AF_06/2014;M2;79,25
001.20.135;87813;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA DE 35 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;58,75
001.20.136;87815;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA DE 35 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;61,51
001.20.137;87816;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA 35 MM, SEM USO DE TELA METÁLICA. AF_06/2014;M2;95,24
001.20.138;87817;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA DE 45 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;64,2
001.20.139;87819;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA DE 45 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;67,65
001.20.140;87820;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA 45 MM, SEM USO DE TELA METÁLICA. AF_06/2014;M2;111,23
001.20.141;87821;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA MAIOR OU IGUAL A 50 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;91,6
001.20.142;87823;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA MAIOR OU IGUAL A 50 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;95,4
001.20.143;87824;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H EM SUPERFÍCIES EXTERNAS DA SACADA, ESPESSURA MAIOR OU IGUAL A 50 MM, SEM USO DE TELA METÁLICA. AF_06/2014;M2;141
001.20.144;87825;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE NAS PAREDES INTERNAS DA SACADA, ESPESSURA DE 25 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;42,67
001.20.145;87827;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE NAS PAREDES INTERNAS DA SACADA, ESPESSURA DE 25 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;45,18
001.20.146;87828;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H NAS PAREDES INTERNAS DA SACADA, ESPESSURA 25 MM, SEM USO DE TELA METÁLICA. AF_06/2014;M2;75,94
001.20.147;87829;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400 L, APLICADA MANUALMENTE NAS PAREDES INTERNAS DA SACADA, ESPESSURA DE 35 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;49,16
001.20.148;87831;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE NAS PAREDES INTERNAS DA SACADA, ESPESSURA DE 35 MM, SEM USO DE TELA METÁLICA DE REFORÇO CONTRA FISSURAÇÃO. AF_06/2014;M2;52,53
001.20.149;87832;;EMBOÇO OU MASSA ÚNICA EM ARGAMASSA INDUSTRIALIZADA, PREPARO MECÂNICO E APLICAÇÃO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA NAS PAREDES INTERNAS DA SACADA, ESPESSURA 35 MM, SEM USO DE TELA METÁLICA. AF_06/2014;M2;94,96
001.20.150;87834;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL, COM ACABAMENTO RASPADO. AF_06/2014;M2;166,74
001.20.151;87835;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL, COM ACABAMENTO RASPADO. AF_06/2014;M2;114,14
001.20.152;87836;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL, COM ACABAMENTO RASPADO. AF_06/2014;M2;161,04
001.20.153;87837;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL, COM ACABAMENTO RASPADO. AF_06/2014;M2;109,31
001.20.154;87838;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO RASPADO. AF_06/2014;M2;172,32
001.20.155;87839;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO RASPADO. AF_06/2014;M2;117,73
001.20.156;87840;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO RASPADO. AF_06/2014;M2;165,5
001.20.157;87841;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO RASPADO. AF_06/2014;M2;111,76
001.20.158;87842;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO RASPADO. AF_06/2014;M2;168,72
001.20.159;87843;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO RASPADO. AF_06/2014;M2;122,54
001.20.160;87844;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO RASPADO. AF_06/2014;M2;158,92
001.20.161;87845;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO RASPADO. AF_06/2014;M2;113,62
001.20.162;87846;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL, COM ACABAMENTO TRAVERTINO. AF_06/2014;M2;179,72
001.20.163;87847;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL, COM ACABAMENTO TRAVERTINO. AF_06/2014;M2;127,12
001.20.164;87848;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL, COM ACABAMENTO TRAVERTINO. AF_06/2014;M2;173,22
001.20.165;87849;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS CEGOS DA FACHADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL, COM ACABAMENTO TRAVERTINO. AF_06/2014;M2;121,49
001.20.166;87850;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;185,32
001.20.167;87851;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;130,72
001.20.168;87852;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;177,66
001.20.169;87853;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM PANOS DA FACHADA COM PRESENÇA DE VÃOS, DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;123,93
001.20.170;87854;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;181,7
001.20.171;87855;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;135,53
001.20.172;87856;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ESTRUTURA CONVENCIONAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;171,1
001.20.173;87857;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO COM EQUIPAMENTO DE PROJEÇÃO EM SUPERFÍCIES EXTERNAS DA SACADA DE UM EDIFÍCIO DE ALVENARIA ESTRUTURAL E ACABAMENTO TRAVERTINO. AF_06/2014;M2;125,79
001.20.174;87858;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE NAS PAREDES INTERNAS DA SACADA COM ACABAMENTO RASPADO. AF_06/2014;M2;119,75
001.20.175;87859;;REVESTIMENTO DECORATIVO MONOCAMADA APLICADO MANUALMENTE NAS PAREDES INTERNAS DA SACADA COM ACABAMENTO TRAVERTINO. AF_06/2014;M2;136,33
001.20.176;89048;;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE EMBOÇO/MASSA ÚNICA, TRAÇO 1:2:8, PREPARO MECÂNICO, COM BETONEIRA DE 400L, EM PAREDES DE AMBIENTES INTERNOS, COM EXECUÇÃO DE TALISCAS, PARA EDIFICAÇÃO HABITACIONAL MULTIFAMILIAR (PRÉDIO). AF_11/2014;M2;22,64
001.20.177;89049;;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM TETO, ESPESSURA 0,5 CM, PARA EDIFICAÇÃO HABITACIONAL MULTIFAMILIAR (PRÉDIO). AF_11/2014;M2;13,66
001.20.178;89173;;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE EMBOÇO/MASSA ÚNICA, APLICADO MANUALMENTE, TRAÇO 1:2:8, EM BETONEIRA DE 400L, PAREDES INTERNAS, COM EXECUÇÃO DE TALISCAS, EDIFICAÇÃO HABITACIONAL UNIFAMILIAR (CASAS) E EDIFICAÇÃO PÚBLICA PADRÃO. AF_12/2014;M2;22,14
001.20.179;90406;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADA MANUALMENTE EM TETO, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_03/2015;M2;28,86
